docket_id,id,comment_url,attachment_count,number_of_comments_received,posted_date,congress,submitter_name,bioname,chamber,state,icpsr,title,organization,org_name_short,DATE,comment_type,org_name,org_type,position,position_certainty,TYPE,coalition,coalition_type,ask,ask1,ask2,ask3,success,success_certainty,sucess1,success2,success3,response,pressure_phrases,accept_phrases,compromise_phrases,reject_phrases,notes,
PHMSA-RSPA-1987-13550,PHMSA-RSPA-1987-13550-0151,https://www.regulations.gov/comment/PHMSA-RSPA-1987-13550-0151,1,1,1993-11-05,103,Larry Pressler,,,,,United States Senate-Comment(s),United States Senate,,1993-11-05,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1987-13550,PHMSA-RSPA-1987-13550-0152,https://www.regulations.gov/comment/PHMSA-RSPA-1987-13550-0152,1,1,1993-11-05,103,Jim Exon,,,,,United States Senate-Comment(s),United States Senate,,1993-11-05,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1987-13550,PHMSA-RSPA-1987-13550-0156,https://www.regulations.gov/comment/PHMSA-RSPA-1987-13550-0156,1,1,1993-11-05,103,Doug Bereuter,,,,,Congress of the Unites States-Comment(s),Congress of the Unites States House of Representatives,,1993-11-05,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1987-13550,PHMSA-RSPA-1987-13550-0203,https://www.regulations.gov/comment/PHMSA-RSPA-1987-13550-0203,1,1,1993-10-13,103,Doug Bereuter,,,,,Congress of the United States-Comment(s),Congress of the United States House of Representatives,,1993-10-13,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1987-13550,PHMSA-RSPA-1987-13550-0281,https://www.regulations.gov/comment/PHMSA-RSPA-1987-13550-0281,1,1,1993-11-16,103,Thomas Ewing,,,,,Congress of the United States- Comment(s),Congress of the United States House of Representatives,,1993-11-16,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1987-13550,PHMSA-RSPA-1987-13550-0433,https://www.regulations.gov/comment/PHMSA-RSPA-1987-13550-0433,1,1,1996-05-28,104,Thomas Ewing,,,,,Congress of the United States-Comment(s),Congress of the United States House of Represenatives,,1996-05-28,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1987-13550,PHMSA-RSPA-1987-13550-1384,https://www.regulations.gov/comment/PHMSA-RSPA-1987-13550-1384,1,1,1996-08-20,104,Cleo Duncan,,,,,State of Indiana-Comment(s),State of Indiana House of Representatives,,1996-08-20,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1989-13542,PHMSA-RSPA-1989-13542-0051,https://www.regulations.gov/comment/PHMSA-RSPA-1989-13542-0051,1,1,1993-04-28,103,James Hayes,,,,,U.S. House of Representatives   -   Comments,U.S. House of Representatives of behalf of New Orleans Steamship Association,,1993-04-28,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1989-13542,PHMSA-RSPA-1989-13542-0052,https://www.regulations.gov/comment/PHMSA-RSPA-1989-13542-0052,1,1,1993-04-28,103,Robert Livingston,,,,,U.S. House of Representatives   -  Comments,U.S. House of Representatives,,1993-04-28,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1989-13542,PHMSA-RSPA-1989-13542-0053,https://www.regulations.gov/comment/PHMSA-RSPA-1989-13542-0053,1,1,1992-09-28,102,LLoyd Bentsen,,,,,United States Senator  -   Comments,United States Senator,,1992-09-28,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1991-13289,PHMSA-RSPA-1991-13289-0115,https://www.regulations.gov/comment/PHMSA-RSPA-1991-13289-0115,1,1,1994-01-19,103,"Bill Coodling, Member of",,,,,Thomas Kehan - Comment,Congress of the United States,,1994-01-19,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1992-13547,PHMSA-RSPA-1992-13547-0334,https://www.regulations.gov/comment/PHMSA-RSPA-1992-13547-0334,1,1,1992-09-18,102,Robert Livingston,,,,,Congressman Robert L. Livingston - Comments,"Congressman Robert L. Livingston on behalf of Duke L. Gremillion, General Manager, Talen's Marine and Fuel, Inc.",,1992-09-18,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1992-13547,PHMSA-RSPA-1992-13547-0335,https://www.regulations.gov/comment/PHMSA-RSPA-1992-13547-0335,1,1,1992-09-02,102,John Breaux,,,,,Senator John B. Breaux  -  Comments,"on behalf of Duke L. Gremillion, General Manager, Talen's Marine and Fuel, Inc.",,1992-09-02,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1992-13547,PHMSA-RSPA-1992-13547-0336,https://www.regulations.gov/comment/PHMSA-RSPA-1992-13547-0336,1,1,1992-09-02,102,John LaFalce,,,,,Congressman John J. LaFalce - comments,"on behalf of Duke L. Gremillion, General Manager, Talen's Marine and Fuel, Inc. on behalf of Roger L. Maxon, Director of",,1992-09-02,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0220,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0220,1,1,1993-06-03,103,Robert Torricelli,,,,,Congress of the United States  -  Comments,Congress of the United States,,1993-06-03,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0221,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0221,1,1,1993-06-03,103,Robert Menendez,,,,,Congress of the United States   -  Comments,Congress of the United States,,1993-06-03,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0240,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0240,1,1,1993-05-26,103,"Jill Long, M.C.",,,,,Congress of the United States - Comments,Congress of the United States,,1993-05-26,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0244,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0244,1,1,1993-06-03,103,"Frank Pallone, Jr.",,,,,Congress of the United States - Comments,Congress of the United States,,1993-06-03,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0249,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0249,1,1,1993-06-23,103,Fred Upton,,,,,Congress of the United States - Comments,Congress of the United States,,1993-06-23,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0252,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0252,1,1,1993-05-27,103,Don Nickles,,,,,United States Senate - Comments,United States Senate,,1993-05-27,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0253,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0253,1,1,1993-06-03,103,Frank Lautenberg,,,,,United States Senate - Comments,United States Senate,,1993-06-03,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0257,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0257,1,1,1993-06-07,103,Marjorie Margolies-Mezvinsky,,,,,Congress of the United States - Comments,Congress of the United States,,1993-06-07,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0258,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0258,1,1,1993-06-07,103,J. Kerrey,,,,,United States Senate - Comments,United States Senate,,1993-06-07,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0259,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0259,1,1,1993-06-07,103,David Pryor,,,,,United States Senate - Comments,United States Senate,,1993-06-07,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0260,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0260,1,1,1993-06-07,103,Harlan Mathews,,,,,United States Senate - Comments,United States Senate,,1993-06-07,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0261,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0261,1,1,1993-06-07,103,Charles Grassley,,,,,United States Senate - Comments,United States Senate,,1993-06-07,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0262,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0262,1,1,1993-06-07,103,David Boren,,,,,United States Senate - Comments,United States Senate,,1993-06-07,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0268,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0268,1,1,1993-06-07,103,Billy Tauzin,,,,,U.S. House of Representatives - Comments,U.S. House of Representatives Subcommittee on Coast Guard and Navigation,,1993-06-07,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0276,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0276,1,1,1993-08-02,103,Louise Slaughter,,,,,Congress of the United States - Comments,Congress of the United States,,1993-08-02,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0279,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0279,1,1,2000-04-13,106,David Boren,,,,,United States Senate - Comments,United States Senate,,2000-04-13,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0280,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0280,1,1,1993-08-11,103,David Boren,,,,,United States Senate - Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0281,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0281,1,1,1993-08-11,103,Tom Daschle,,,,,United States Senate - Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0283,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0283,1,1,1993-08-11,103,Don Nickles,,,,,United States Senate - Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0285,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0285,1,1,1993-08-11,103,John Glenn,,,,,United States Senate - Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0286,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0286,1,1,1993-08-11,103,Lee Hamilton,,,,,Congress of the United States - Comments,Congress of the United States,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0292,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0292,1,1,1993-08-11,103,J. Kerrey,,,,,United States Senate  -  Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0293,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0293,1,1,1993-08-11,103,Harlan Mathews,,,,,United States Senate   -   Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0295,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0295,1,1,1993-08-11,103,David Pryor,,,,,United States Senate  -   Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0296,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0296,1,1,1993-08-11,103,Bill Bradley,,,,,United States Senate  -  Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0298,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0298,1,1,1993-08-11,103,Howard Metzenbaum,,,,,united States Senate   -  Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0302,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0302,1,1,1993-08-11,103,Billy Tauzin,,,,,U.S. House of Representatives   -   Comments,U.S. House of Representatives Subcommittee on Coast Guard and Navigation,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0303,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0303,1,1,1993-08-11,103,Frank Lautenberg,,,,,United States Senate  -  Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0308,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0308,1,1,1993-08-11,103,Trent Lott,,,,,United States Senate - Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0309,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0309,1,1,1993-08-11,103,Charles Grassley,,,,,United States Senate - Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0310,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0310,1,1,1993-08-11,103,Dan Coats,,,,,United States Senate - Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0312,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0312,1,1,1993-08-11,103,Robert Torricelli,,,,,Congress of the United States - Comments,Congress of the United States,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0315,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0315,1,1,1993-08-11,103,"Frank Pallone, Jr.",,,,,Congress of the United States - Comments,Congress of the United States,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0316,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0316,1,1,1993-08-11,103,Paul Simon,,,,,United States Senate - Comments,United States Senate,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0317,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0317,1,1,1993-08-11,103,Herb Klein,,,,,Congress of the United States - Comments,Congress of the United States,,1993-08-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1993-13564,PHMSA-RSPA-1993-13564-0325,https://www.regulations.gov/comment/PHMSA-RSPA-1993-13564-0325,1,1,2002-11-05,107,Jill Long,,,,,Congress of the United States - Comments,Congress of the United States,,2002-11-05,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1994-13559,PHMSA-RSPA-1994-13559-0011,https://www.regulations.gov/comment/PHMSA-RSPA-1994-13559-0011,1,1,1995-05-10,104,Bill Baker,,,,,Congress of the United States - Comments,Congress of the United States House of Representatives,,1995-05-10,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1994-13559,PHMSA-RSPA-1994-13559-0012,https://www.regulations.gov/comment/PHMSA-RSPA-1994-13559-0012,1,1,1995-04-11,104,Paul Gillmor,,,,,Congress of the United States - Comments,Congress of the United States House of Representatives,,1995-04-11,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1994-13559,PHMSA-RSPA-1994-13559-0018,https://www.regulations.gov/comment/PHMSA-RSPA-1994-13559-0018,1,1,1995-03-13,104,Strom Thurmond,,,,,United States Senate - Comments,United States Senate South Carolina Committees,,1995-03-13,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1994-13559,PHMSA-RSPA-1994-13559-0019,https://www.regulations.gov/comment/PHMSA-RSPA-1994-13559-0019,1,1,1995-03-13,104,"John Spratt, Jr.",,,,,Congress of the United States - Comments,Congress of the United States House of Representatives,,1995-03-13,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1994-13559,PHMSA-RSPA-1994-13559-0022,https://www.regulations.gov/comment/PHMSA-RSPA-1994-13559-0022,1,1,1995-03-06,104,Ernest Hollings,,,,,United States Senate - Comments,"United States Senate Committee on Commerce, Science and Transportation",,1995-03-06,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1996-13562,PHMSA-RSPA-1996-13562-0003,https://www.regulations.gov/comment/PHMSA-RSPA-1996-13562-0003,1,1,1996-02-13,104,Strom Thurmond,,,,,United States Senate - Comments,United States Senate Reserach and Special Programs Administration,,1996-02-13,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1996-13562,PHMSA-RSPA-1996-13562-0005,https://www.regulations.gov/comment/PHMSA-RSPA-1996-13562-0005,1,1,1996-02-05,104,"John Spratt, Jr.",,,,,Congress of the United States -   Comments,Congress of the United States Research and Special Programs Administration,,1996-02-05,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1996-13562,PHMSA-RSPA-1996-13562-0015,https://www.regulations.gov/comment/PHMSA-RSPA-1996-13562-0015,1,1,1996-01-29,104,"Nick Rahall, II",,,,,US House of Representatives - Comments,US House of Representatives Research and Special Programs Administration,,1996-01-29,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1998-4868,PHMSA-RSPA-1998-4868-0110,https://www.regulations.gov/comment/PHMSA-RSPA-1998-4868-0110,1,1,2002-07-17,107,Don Martin,,,,,National Association of Pipeline Safety Representatives - Comments,National Association of Pipeline Safety Representatives,,2002-07-17,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1998-4868,PHMSA-RSPA-1998-4868-0167,https://www.regulations.gov/comment/PHMSA-RSPA-1998-4868-0167,1,1,2004-09-30,108,Don Martin,,,,,National Association of Pipeline Safety Representatives - Comments,National Association of Pipeline Safety Representatives,,2004-09-30,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1998-4868,PHMSA-RSPA-1998-4868-0185,https://www.regulations.gov/comment/PHMSA-RSPA-1998-4868-0185,1,1,2005-12-21,109,Don Martin,,,,,National Association of Pipeline Safety Representatives - Comments,National Association of Pipeline Safety Representatives Board of Directors,,2005-12-21,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-1999-6223,PHMSA-RSPA-1999-6223-0066,https://www.regulations.gov/comment/PHMSA-RSPA-1999-6223-0066,1,1,2005-11-23,109,Conrad Burns,"BURNS, Conrad",Senate,montana,15701,The Honorable Conrad Burns - Comments,United States Senate,,2005-11-23,elected,"BURNS, Conrad",Senate-montana,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14351,PHMSA-RSPA-2003-14351-0017,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14351-0017,1,1,2003-01-27,108,Carol Bellamy,,,,,Carol Bellamy - Comment,"The Senate, State of New York",,2003-01-27,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14351,PHMSA-RSPA-2003-14351-0514,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14351-0514,1,1,2003-02-25,108,Joseph Addabbo,,,,,Joseph P. Addabbo - Comment,U.S. House of Representatives,,2003-02-25,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14351,PHMSA-RSPA-2003-14351-0524,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14351-0524,1,1,2003-02-26,108,James Delaney,,,,,"James J. Delaney, M.C. - Comment",Congress of the United States,,2003-02-26,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14361,PHMSA-RSPA-2003-14361-0003,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14361-0003,1,1,2003-01-24,108,Fernand St Germain,,,,,Congress of the United States - Comments,Congress of the United States House of Representatives,,2003-01-24,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14515,PHMSA-RSPA-2003-14515-0023-0001,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14515-0023-0001,1,1,1981-09-10,97,,,,,,U.S. Senate - Comments,U.S. Senate,,1981-09-10,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14521,PHMSA-RSPA-2003-14521-0021,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14521-0021,1,1,1986-01-24,99,Paul Simon,,,,,United States Senate - Comments,United States Senate,,1986-01-24,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14521,PHMSA-RSPA-2003-14521-0047,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14521-0047,1,1,1986-11-10,99,Sam Guess,,,,,The Washington State Senate - Comments,The Washington State Senate,,1986-11-10,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14521,PHMSA-RSPA-2003-14521-0054,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14521-0054,1,1,1986-11-13,99,Sam Guess,,,,,The Washington State Senate - Comments,The Washington State Senate,,1986-11-13,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14612,PHMSA-RSPA-2003-14612-0007,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14612-0007,1,1,1992-04-10,102,Bob Packwood,,,,,United States Senate - Comments,United States Senate,,1992-04-10,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0027,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0027,1,1,1991-12-16,102,Thomas Manton,,,,,"Congress of the United States, House of Representatives - Comments","Congress of the United States, House of Representatives",,1991-12-16,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0034,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0034,1,1,1992-01-27,102,Robert Roe,,,,,U.S. House of Representatives - comments,U.S. House of Representatives Committee on Public Works and Transportation,,1992-01-27,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0038,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0038,1,1,1992-02-25,102,Ted Weiss,,,,,Congress of the United States House of Representatives - Comments,Congress of the United States House of Representatives,,1992-02-25,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0042,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0042,1,1,1992-02-25,102,Susan Molinari,,,,,Congress of the United States - comments,Congress of the United States,,1992-02-25,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0052,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0052,1,1,1992-03-13,102,Charles Rangel,,,,,Congress of the United States - Comments,Congress of the United States,,1992-03-13,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0053,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0053,1,1,1992-03-16,102,Daniel Moynihan,,,,,United States Senate - Comments,United States Senate,,1992-03-16,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0054,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0054,1,1,1992-03-16,102,Alfonse D'Amato,,,,,United States Senate - Comments,United States Senate,,1992-03-16,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0057,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0057,1,1,1991-12-06,102,Guy Velella,,,,,The Senate State of New York - Comments,The Senate State of New York,,1991-12-06,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0058,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0058,1,1,1991-12-13,102,Bill Green,,,,,Congress of the United States - Comments,Congress of the United States House of Representatives,,1991-12-13,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0060,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0060,1,1,1991-12-27,102,Stephen Solarz,,,,,Congress of the United States - Comments,Congress of the United States House of Representatives,,1991-12-27,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0064,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0064,1,1,1991-12-17,102,Leonard Stavisky,,,,,New York State Senate - Comments,New York State Senate,,1991-12-17,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2003-14632,PHMSA-RSPA-2003-14632-0077,https://www.regulations.gov/comment/PHMSA-RSPA-2003-14632-0077,1,1,1992-04-14,102,Bill Bradley,,,,,United States Senate - Comments,United States Senate,,1992-04-14,,,-,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2004-18730,PHMSA-RSPA-2004-18730-0056,https://www.regulations.gov/comment/PHMSA-RSPA-2004-18730-0056,1,1,2004-10-19,108,Jeb Bradley,"BRADLEY, Jeb",House,new hampshire,20335,The Honorable Jeb Bradley - Comments,U.S. House of Representatives,,2004-10-19,elected,"BRADLEY, Jeb",House-new hampshire,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2004-18730,PHMSA-RSPA-2004-18730-0137,https://www.regulations.gov/comment/PHMSA-RSPA-2004-18730-0137,1,1,2007-02-21,110,Honorable Bennie Thompson,"THOMPSON, Bennie",House,mississippi,29368,"U.S. House of Representatives, Committee on Homeland Security - Comments","U.S. House of Representatives, Committe on Homeland Security",,2007-02-21,elected,"THOMPSON, Bennie",House-mississippi,,,,,,,,,,,,,,,,,,,,,
PHMSA-RSPA-2004-19854,PHMSA-RSPA-2004-19854-0286,https://www.regulations.gov/comment/PHMSA-RSPA-2004-19854-0286,1,1,2010-07-29,111,Michael Thompson,"THOMPSON, Michael",House,california,29901,National Association of Pipeline Safety Representatives - Comments,NAPSR,,2010-07-29,elected,"THOMPSON, Michael",House-california,,,,,,,,,,,,,,,,,,,,,
PTO-C-2020-0055,PTO-C-2020-0055-0217,https://www.regulations.gov/comment/PTO-C-2020-0055-0217,0,1,2020-11-17,116,Andrew Hansen,,,,,Comment from Andrew Hansen.,Alpine IP PLLC,,2020-11-17,,,-,,,,,,,,,,,,,,,,,,,,,
PTO-C-2020-0055,PTO-C-2020-0055-0395,https://www.regulations.gov/comment/PTO-C-2020-0055-0395,1,1,2020-11-19,116,,,,,,Comment from Steven Vosen.,PhD Patents,,2020-11-19,,,-,,,,,,,,,,,,,,,,,,,,,
